,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
10,qAbX,,,,,,,,,,,,,,"[[  0.  72. 173. ... 142. 119. 137.]
 [156. 111. 106. ... 251. 162. 167.]
 [122. 132. 103. ... 241.  61. 167.]
 ...
 [157. 141.  52. ...  90. 123. 100.]
 [159. 135.  49. ... 107. 138.  91.]
 [149. 136.  58. ... 106. 102. 154.]]","[[123.  48. 161. ... 173. 115. 242.]
 [ 67. 106. 160. ... 109. 187. 107.]
 [118.  78. 152. ...  97. 159. 248.]
 ...
 [153.  50. 120. ... 217. 219.  46.]
 [154.  58. 126. ... 219. 236.  93.]
 [153.  52. 105. ... 196. 145. 144.]]"
11,SZbX,E5zAspKVcZ0,All-Access: Lakers Suns Game 6,['Sports'],['NBA'],Kobe and company down the Suns and head for a finals rematch with the Boston Celtics,,3041.0,11.0,https://www.youtube.com/channel/UCw1gpjnnjx5EMHwt3BQtlmA,254.0,,0.0,https://www.youtube.com/watch?v=E5zAspKVcZ0,"[[ 84. 122. 124. ... 143. 169. 138.]
 [149. 175. 128. ... 159.  69.   0.]
 [ 90. 137. 250. ... 170. 170. 117.]
 ...
 [173. 173. 107. ...  23.  80. 137.]
 [163. 169. 105. ...  53.  63. 117.]
 [161. 176. 104. ...  39.  50. 127.]]","[[  6. 255.  39. ...   0.  46. 255.]
 [  0. 255.  11. ... 255.   0. 188.]
 [  0. 255.  25. ... 255. 125. 255.]
 ...
 [ 92.  96.  75. ... 198.  55. 255.]
 [173. 144. 128. ... 255. 248.   0.]
 [158.  93. 152. ... 243. 175. 104.]]"
12,hzbX,ic6f1USGFO0,Tribute   When the Lord Saved Me,['Music'],"['Southern Gospel', 'Christian', 'Tribute Quartet', 'Memphis Quartet Show 2015']","This is from a Thursday night performance at Memphis Quartet Show 2015.   Group members are Riley Harrison Clark, Gary Casto, Josh Singletary, and Anthony Davis.",,2358.0,9.0,https://www.youtube.com/channel/UCqCT70oCNv95DOlRxj5DYew,263.0,,0.0,https://www.youtube.com/watch?v=ic6f1USGFO0,"[[ 73. 161. 255. ... 182. 112. 156.]
 [121. 139. 255. ... 135. 136. 192.]
 [114. 152. 255. ...  77. 157. 168.]
 ...
 [ 61. 150. 255. ... 103.   0. 122.]
 [ 86. 124. 255. ... 115.   9. 123.]
 [ 71. 127. 255. ... 136.  11. 150.]]","[[158. 134. 187. ... 103. 214. 255.]
 [173.  94. 141. ...  61. 119. 144.]
 [193. 147. 213. ... 221. 116. 255.]
 ...
 [135. 190. 181. ...  52. 252. 116.]
 [121. 227. 193. ... 111. 243.  65.]
 [169. 222. 249. ... 255.  75.   0.]]"
13,PLbX,JY1hcOhYkV0,Fourth Conquer Online Guild War,['Entertainment'],"['CO', 'GW', 'Conquer', 'Online', 'Guild', 'War', 'Video']","This is one of my better guild war videos, its a lot less laggier then my other videos, although the effects arent as good because i put i together quickly.

Ravenous lvl 125 n00b warrior - diamond server

Enjoy =P",,7009.0,14.0,https://www.youtube.com/channel/UCIElmpbnIOyaolJ2xVoOQng,318.0,,0.0,https://www.youtube.com/watch?v=JY1hcOhYkV0,"[[ 87. 100.  99. ... 163. 169.  74.]
 [ 89.  95. 106. ... 180. 160.  65.]
 [ 89.  97. 106. ... 174. 166.  73.]
 ...
 [191.  63.  80. ...  95.  29.   0.]
 [210.  47. 113. ...  41. 175.   0.]
 [199. 105.  98. ... 125.   0.   0.]]","[[183.  78.  84. ... 217.  77.  17.]
 [183. 105.  37. ...  64. 126. 255.]
 [176.  82.  51. ... 124. 160.  47.]
 ...
 [202. 129.   0. ... 212. 213. 255.]
 [206. 126.   0. ... 156.  37. 222.]
 [184. 123.  22. ... 123.  96. 158.]]"
14,zxbX,,,,,,,,,,,,,,"[[  0.  72. 173. ... 142. 119. 137.]
 [ 70. 139.  99. ... 220.  50. 121.]
 [ 96. 112.  95. ... 225.  69. 107.]
 ...
 [188. 154. 155. ...  95. 112.  70.]
 [200. 142. 148. ...   0.  43.  98.]
 [160. 163. 108. ...  28.  68. 162.]]","[[172.  68. 112. ... 132. 108. 219.]
 [217. 113.  97. ... 127.  91.  58.]
 [209. 101.  73. ...  92.  31. 255.]
 ...
 [174.  59. 110. ... 237. 139. 161.]
 [150.  58. 119. ... 128. 180. 222.]
 [164.  66. 110. ... 175. 255. 149.]]"
15,k6bX,doXuC_kfSmM,In Plain Sight walkthrough - How to escape the Police - Watch Dogs,['Gaming'],"['in plain sight', 'how to escape the police', 'watch dogs', 'walkthrough', 'jam coms', 'wkz van driver']",What you need for the In Plain Sight mission is a lot of com jammers. Best way is to learn the Jam Coms skill from the Hacking tree because most likely you will need more than 5. Before you start the chase tag a waypoint on your map to a harbor and drive there after you take down the WKZ van driver. Use the com jammers whenever you are about to be scanned completely by ctOS on your way to the harbor. Once you board a boat make sure that you are far away from the shores and then stay put to be scanned by ctOS and start the police chase. A single helicopter will approach you immediately. Kill the sharpshooter riding at the side of it and the helicopter will go away. After its gone just get out of the police chase circle to finish the mission.,,77775.0,615.0,https://www.youtube.com/channel/UC6-QkkIc1Q7Xv1imePYY5dA,251.0,,0.0,https://www.youtube.com/watch?v=doXuC_kfSmM,"[[137. 163. 134. ...  78. 123.  47.]
 [106. 167. 134. ... 112. 111.  61.]
 [152. 112.  92. ...  86. 140. 174.]
 ...
 [133. 110.  81. ...  86.  95. 184.]
 [122. 127.  68. ... 133.  68. 182.]
 [116. 121.  76. ... 203.  65. 153.]]","[[ 69. 109. 160. ... 255.   0.  32.]
 [ 49.  89. 151. ... 143.  94.   0.]
 [ 58. 128. 132. ...   0.  31. 103.]
 ...
 [ 52. 133.  97. ...  97.  48. 182.]
 [ 11. 192.  24. ... 194.   0.   0.]
 [ 36. 162.  96. ... 239.  14. 195.]]"
16,J5bX,iLlbB9E6zg8,Самодельная СНПЧ,['Science & Technology'],"['сделай', 'сам', 'СНПЧ', 'для', 'hp177', 'Самодельная', 'самому', 'принтеры']",Сделай сам СНПЧ для hp177,,31644.0,22.0,https://www.youtube.com/channel/UC_qtvpPz9b_b_s2pvN5_v-A,318.0,,0.0,https://www.youtube.com/watch?v=iLlbB9E6zg8,"[[  0.  76. 174. ... 145. 102. 108.]
 [  0.  38. 103. ...  49. 215. 108.]
 [  0.  38. 105. ...  44. 209. 126.]
 ...
 [149. 147.  69. ... 103. 124. 135.]
 [152. 147.  69. ... 103. 129. 136.]
 [156. 148.  69. ... 100. 134. 146.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
17,P3bX,uankKgUf3Pc,Eesti Laul 2014 - National Final Estonia 2014 Recap,['Autos & Vehicles'],"['Eesti Laul', 'Estonia (Country)', 'Eesti', 'Laul', '2014', 'National', 'Final', 'Recap', 'Eurovision', 'Song', 'Contest', 'Eurovision Song Contest (Award Category)']","National selection for Eurovision in Copenhagen in May

Tanja - Amazing
Wilhelm - Resignal
Super Hot Cosmos Blues Band - Maybe-Maybe
Kõrsikud - Tule Ja Jää
Lenna - Supernoova
Norman Salumäe - Search
Traffic - Für Elise
Maiken - Siin Või Sealpool Maad
Sandra Nurmsalu - Kui Tuuled Pöörduvad
Brigita Murutar - Laule Täis Taevakaar",,2180.0,8.0,https://www.youtube.com/channel/UCJG5RhDuLh7HHDJzq0ogAhg,266.0,,0.0,https://www.youtube.com/watch?v=uankKgUf3Pc,"[[  0.  73. 172. ... 141. 121. 135.]
 [107.  75. 255. ... 112. 110.  74.]
 [125. 129. 180. ... 144.  91. 152.]
 ...
 [147. 132. 143. ...  93.  59. 159.]
 [166. 147. 165. ...   0. 160. 183.]
 [147. 137. 152. ...  65.  99.  83.]]","[[161.  44. 134. ... 163.  95. 255.]
 [125. 115. 140. ...  36.   0. 106.]
 [156. 124. 173. ... 194. 132. 145.]
 ...
 [168. 180. 221. ... 240. 228. 255.]
 [135. 155. 198. ... 117.  41. 248.]
 [133. 193. 230. ... 255.   0. 152.]]"
18,erbX,5PZBBV70mgA,Black Sabbath - Snowblind - Belo Horizonte 15/10/2013,['Sports'],"['Snowblind (Musical Recording)', 'Black Sabbath (Musical Group)', 'Guitar', 'Crazy', 'Metal', 'Osbourne', 'iommi', 'mineirao', 'snowblind']","Black Sabbath - Snowblind - Belo Horizonte 15/10/2013

A imagem tá tremida mas tô postando mais pelo registro mesmo",,1555.0,21.0,https://www.youtube.com/channel/UCFhtckw5udoSCpz1Ue8soDA,395.0,,0.0,https://www.youtube.com/watch?v=5PZBBV70mgA,"[[ 83. 136. 255. ... 235.  11. 141.]
 [ 62. 119. 255. ... 151.  16. 154.]
 [ 62. 122. 255. ... 160.  21. 234.]
 ...
 [126.  74. 244. ... 174. 247.  88.]
 [ 43. 142. 255. ...  91. 155. 182.]
 [ 14. 161. 255. ... 108.  90. 100.]]","[[ 99. 226. 150. ... 255. 235. 132.]
 [115. 205. 183. ... 191.  30.  18.]
 [204. 219. 240. ... 119. 111.  94.]
 ...
 [219. 157. 180. ... 208. 129. 177.]
 [213. 255. 220. ... 118.   0. 255.]
 [203. 126. 142. ... 196.  76.  65.]]"
19,G0bX,F0gl6fyfjO4,mikio sakabe,['Entertainment'],"['antwerp', 'mikio', 'sakabe', 'fashion', 'mode']",antwerp fashion show,,2138.0,5.0,https://www.youtube.com/channel/UCIy6UEmung2isXJGLEtMHxw,284.0,,0.0,https://www.youtube.com/watch?v=F0gl6fyfjO4,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 ...
 [ 18. 167. 129. ...  42.  20. 252.]
 [  0. 121. 204. ... 136. 112.  76.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[ 83. 228. 200. ... 255. 178. 142.]
 [ 34. 245. 216. ...  86. 176. 115.]
 [ 35. 164. 216. ... 255.  16. 255.]
 ...
 [133. 202. 217. ... 112. 171. 255.]
 [101. 255. 255. ...  81. 178. 255.]
 [159. 242. 255. ... 124. 178.  12.]]"
20,NzbX,SFGeIM0DDmk,全民瘋桌遊-exp8經典遊戲鐵道任務,['Entertainment'],"['桌遊', '鐵道', '平交道', '鐵道任務', '瘋桌遊', '好玩', '有趣', '功夫']","全民瘋桌遊系列影片http://ppt.cc/1d68
訂閱瘋桌遊Youtube頻道：http://ppt.cc/hkOG
瘋桌遊FaceBook https://www.facebook.com/phabg",,2751.0,11.0,https://www.youtube.com/channel/UC9AKd_Z_uB0clqV1QEfpUnw,436.0,,0.0,https://www.youtube.com/watch?v=SFGeIM0DDmk,"[[131. 154.  99. ...  88. 101. 164.]
 [124. 157.  75. ... 149.  66.  84.]
 [190.  92.  70. ... 127. 129.  47.]
 ...
 [170. 129.  74. ... 109. 174.  29.]
 [179. 116.  92. ... 124. 160.  83.]
 [190. 119.  90. ... 133. 169.  40.]]","[[162.  63. 145. ... 238. 148.  70.]
 [166.  60. 130. ...   0. 109. 133.]
 [178.  65. 132. ... 155.  61. 120.]
 ...
 [ 65.  96. 214. ...  91. 151. 227.]
 [108. 101. 228. ... 121. 255.  36.]
 [ 75. 134. 232. ...   0. 100.   0.]]"
21,AmbX,bvcQPDgzEdg,Strechting my ears for the first time (2mm),['Howto & Style'],[],thanks for watching :) x,,10238.0,94.0,https://www.youtube.com/channel/UCAzg1Ojn2L5b9j4mfjYXAvA,456.0,,0.0,https://www.youtube.com/watch?v=bvcQPDgzEdg,"[[ 97. 171.  86. ... 190. 194. 103.]
 [ 98. 181.  88. ... 172. 143.  99.]
 [ 84. 189.  84. ... 152. 173.  98.]
 ...
 [201. 179.  57. ... 122. 183. 158.]
 [107. 185.  72. ... 145. 204. 160.]
 [110. 184.  74. ... 149. 169. 169.]]","[[ 54.  49. 170. ... 243. 255.   0.]
 [ 46.  47. 198. ...  73. 255.   0.]
 [ 53.  37. 177. ... 199. 170.   0.]
 ...
 [ 95.  38. 156. ...  59. 221.  80.]
 [ 84.  39. 156. ...  60. 255.   0.]
 [ 49.  45. 195. ... 195.  96. 136.]]"
22,6ebX,_HnJ9-etGQk,20150412悠閒躺著吃的圓仔 The Giant Panda Yuan Zai,['Pets & Animals'],"['Yuan Zai', 'Giant Panda (Animal)', 'Animal (Film Genre)', 'zoo', '圓仔', '大貓熊', '大熊貓', '動物園']",那天假日有團體來參觀，其中領隊的導遊介紹大貓熊是有特異功能的動物，因為他們可以躺著坐著吃東西，是非常厲害的動物XD,,1735.0,54.0,https://www.youtube.com/channel/UCmB0U-iKZPVB02bnmupQpfA,156.0,,0.0,https://www.youtube.com/watch?v=_HnJ9-etGQk,"[[ 16. 209.  94. ... 102. 146. 112.]
 [ 18. 211.  96. ... 115. 202.  90.]
 [ 43. 205.  97. ... 161. 222.  74.]
 ...
 [ 36. 207.  79. ... 127. 143.  76.]
 [ 48. 204.  89. ... 125. 173. 106.]
 [  3. 213.  85. ... 115. 214. 113.]]","[[142. 163. 149. ... 179. 190.  55.]
 [103. 138. 132. ...  98. 143.   0.]
 [126. 114. 175. ...  60.   0.  98.]
 ...
 [ 83. 162.  96. ... 141.  37.   0.]
 [138.  85.  87. ... 255.  12.  15.]
 [ 92. 154.  79. ... 143. 142.   0.]]"
23,otbX,,,,,,,,,,,,,,"[[  0.  14.  87. ...  81. 165. 168.]
 [  0.  14.  86. ...  84. 165. 163.]
 [  0.  14.  87. ...  84. 164. 164.]
 ...
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[169.  79. 164. ... 174. 190. 126.]
 [159. 128. 188. ... 255. 145.  35.]
 [143. 151. 220. ... 255. 255.   0.]
 ...
 [158. 120. 131. ...  49.  88. 191.]
 [170. 116. 164. ... 146. 148.  34.]
 [142. 154. 160. ...  94. 255. 140.]]"
